filename, language, JSON, Properties, Markdown, JavaScript, HTML, CSS, TypeScript, SCSS, Less, comment, blank, total
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/postlist/postlist.component.ts, TypeScript, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 19, 63
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/signup/signup.component.css, CSS, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 33, 211
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/signup/signup.component.html, HTML, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 8, 67
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/signup/signup.component.scss, SCSS, 0, 0, 0, 0, 0, 0, 0, 178, 0, 0, 33, 211
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/signup/signup.component.spec.ts, TypeScript, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 6, 26
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/signup/signup.component.ts, TypeScript, 0, 0, 0, 0, 0, 0, 65, 0, 0, 5, 35, 105
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/spots/spots.component.css, CSS, 0, 0, 0, 0, 0, 104, 0, 0, 0, 8, 26, 138
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/spots/spots.component.html, HTML, 0, 0, 0, 0, 52, 0, 0, 0, 0, 9, 11, 72
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/spots/spots.component.scss, SCSS, 0, 0, 0, 0, 0, 0, 0, 316, 0, 47, 53, 416
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/spots/spots.component.spec.ts, TypeScript, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 6, 26
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/spots/spots.component.ts, TypeScript, 0, 0, 0, 0, 0, 0, 59, 0, 0, 13, 19, 91
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/spots/spots.service.ts, TypeScript, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 6, 27
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/spots/spots.ts, TypeScript, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/unauthorized/unauthorized.component.css, CSS, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 3, 26
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/unauthorized/unauthorized.component.html, HTML, 0, 0, 0, 0, 53, 0, 0, 0, 0, 26, 7, 86
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/unauthorized/unauthorized.component.scss, SCSS, 0, 0, 0, 0, 0, 0, 0, 256, 0, 0, 51, 307
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/unauthorized/unauthorized.component.spec.ts, TypeScript, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 6, 26
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/unauthorized/unauthorized.component.ts, TypeScript, 0, 0, 0, 0, 0, 0, 63, 0, 0, 3, 24, 90
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/user-spots/spots.ts, TypeScript, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/user-spots/user-spots.component.css, CSS, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/user-spots/user-spots.component.html, HTML, 0, 0, 0, 0, 28, 0, 0, 0, 0, 1, 7, 36
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/user-spots/user-spots.component.service.ts, TypeScript, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 5, 26
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/user-spots/user-spots.component.spec.ts, TypeScript, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 6, 26
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/app/user-spots/user-spots.component.ts, TypeScript, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 14, 45
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/assets/JS/nearby.js, JavaScript, 0, 0, 0, 27, 0, 0, 0, 0, 0, 2, 5, 34
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/assets/JS/spots.js, JavaScript, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 5, 19
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/environments/environment.prod.ts, TypeScript, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/environments/environment.ts, TypeScript, 0, 0, 0, 0, 0, 0, 3, 0, 0, 11, 3, 17
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/index.html, HTML, 0, 0, 0, 0, 21, 0, 0, 0, 0, 17, 13, 51
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/main.ts, TypeScript, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 4, 14
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/polyfills.ts, TypeScript, 0, 0, 0, 0, 0, 0, 1, 0, 0, 55, 8, 64
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/scripts/spots.js, JavaScript, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/styles.css, CSS, 0, 0, 0, 0, 0, 125, 0, 0, 0, 29, 44, 198
/Users/koreymitchell/Documents/Spotly/rebu-UI/src/test.ts, TypeScript, 0, 0, 0, 0, 0, 0, 13, 0, 0, 4, 4, 21
/Users/koreymitchell/Documents/Spotly/rebu-UI/tsconfig.app.json, JSON, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
/Users/koreymitchell/Documents/Spotly/rebu-UI/tsconfig.json, JSON, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
/Users/koreymitchell/Documents/Spotly/rebu-UI/tsconfig.spec.json, JSON, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
/Users/koreymitchell/Documents/Spotly/rebu-UI/tslint.json, JSON, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91
Total, -, 17791, 10, 14, 685, 1439, 1502, 1543, 3282, 85, 778, 1842, 28971
